final_return,max_drawdown
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.044716396193823726,-0.044716396193823726
-0.06601139591386529,-0.06601139591386529
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
-0.022935869122492458,-0.022935869122492458
-0.044716396193823726,-0.044716396193823726
